individual_local_identifier,timestamp,latitude,longitude,ground_speed,height_above_ellipsoid,flight_clust_sm3
D329_014,2023-10-10 10:00:11.000,43.9358896,19.1489901,13.2134564793073,905.1,linear_soaring
D329_014,2023-10-10 10:00:12.000,43.9357867,19.1490469,12.312786537034,906.8,shallow_circular_soaring
D329_014,2023-10-10 10:00:13.000,43.9356899,19.149119,12.2142555294038,908.2,shallow_circular_soaring
D329_014,2023-10-10 10:00:14.000,43.9355943,19.1492013,12.5072497017657,907.6,gliding
D329_014,2023-10-10 10:00:15.000,43.9354909,19.1492772,13.00505804683,906.2,gliding
D329_014,2023-10-10 10:00:16.000,43.935383,19.1493475,13.2528787797254,905.6,gliding
D329_014,2023-10-10 10:00:17.000,43.9352761,19.1494228,13.3285743512572,906.1,gliding
D329_014,2023-10-10 10:00:18.000,43.9351762,19.1495036,12.8552449537681,907.8,gliding
D329_014,2023-10-10 10:00:19.000,43.9350774,19.1495937,13.1432834830814,909.7,gliding
D329_014,2023-10-10 10:00:20.000,43.9349852,19.1496877,12.7186193133624,909.9,gliding
D329_014,2023-10-10 10:00:21.000,43.934891,19.1497841,13.011644572523,909.2,gliding
D329_014,2023-10-10 10:00:22.000,43.9347907,19.1498748,13.3091918021214,908.5,gliding
D329_014,2023-10-10 10:00:23.000,43.9346846,19.1499649,13.8289842932276,908.5,gliding
D329_014,2023-10-10 10:00:24.000,43.9345738,19.1500465,13.9458794002054,908.1,gliding
D329_014,2023-10-10 10:00:25.000,43.9344595,19.1501113,13.7280150442636,907.0,gliding
D329_014,2023-10-10 10:00:26.000,43.9343457,19.150164,13.3391145186083,905.8,gliding
D329_014,2023-10-10 10:00:27.000,43.9342305,19.1502057,13.2377388312934,904.5,gliding
D329_014,2023-10-10 10:00:28.000,43.9341118,19.1502406,13.4914750970111,902.7,gliding
D329_014,2023-10-10 10:00:29.000,43.9339872,19.1502726,14.0898745461565,900.1,gliding
D329_014,2023-10-10 10:00:30.000,43.933859,19.1503101,14.5680539747288,897.5,gliding
D329_014,2023-10-10 10:00:31.000,43.9337351,19.1503667,14.5034351860758,896.3,gliding
D329_014,2023-10-10 10:00:32.000,43.9336222,19.1504485,14.1600448398276,895.6,gliding
D329_014,2023-10-10 10:00:33.000,43.9335178,19.1505488,14.1163515994319,894.8,gliding
D329_014,2023-10-10 10:00:34.000,43.9334171,19.15066,14.3063348273542,893.7,gliding
D329_014,2023-10-10 10:00:35.000,43.9333212,19.150785,14.625483347468,892.2,gliding
D329_014,2023-10-10 10:00:36.000,43.933238,19.1509239,14.467315450089,891.3,gliding
D329_014,2023-10-10 10:00:37.000,43.933171,19.1510731,14.0799947426428,891.1,gliding
D329_014,2023-10-10 10:00:38.000,43.9331189,19.15122,13.1125086738558,892.8,gliding
D329_014,2023-10-10 10:00:39.000,43.9330865,19.1513658,12.2184768957253,893.3,gliding
D329_014,2023-10-10 10:00:40.000,43.9330627,19.1515169,12.3857042888724,891.9,gliding
D329_014,2023-10-10 10:00:41.000,43.9330074,19.1516525,12.4786971231283,889.8,gliding
D329_014,2023-10-10 10:00:42.000,43.9329184,19.1517612,13.1797116596435,886.7,gliding
D329_014,2023-10-10 10:00:43.000,43.9328177,19.1518706,14.2171226242517,882.6,gliding
D329_014,2023-10-10 10:00:44.000,43.9327097,19.1519896,15.3304992589307,879.2,gliding
D329_014,2023-10-10 10:00:45.000,43.9325901,19.1520899,15.5361359171912,877.2,gliding
D329_014,2023-10-10 10:00:46.000,43.9324626,19.1521729,15.6580189347453,875.6,gliding
D329_014,2023-10-10 10:00:47.000,43.9323293,19.1522481,15.9988681390052,874.1,gliding
D329_014,2023-10-10 10:00:48.000,43.9321962,19.1523307,16.2108982058337,872.6,gliding
D329_014,2023-10-10 10:00:49.000,43.932065,19.1524186,16.1981210332797,871.2,gliding
D329_014,2023-10-10 10:00:50.000,43.9319357,19.1525002,15.7927805480431,870.8,gliding
D329_014,2023-10-10 10:00:51.000,43.9318149,19.1525818,14.9374476550241,872.0,gliding
D329_014,2023-10-10 10:00:52.000,43.9317103,19.152663,13.3252292321418,875.2,gliding
D329_014,2023-10-10 10:00:53.000,43.9316244,19.1527388,11.3172022491598,877.4,gliding
D329_014,2023-10-10 10:00:54.000,43.9315389,19.1528105,11.1064576605621,875.1,gliding
D329_014,2023-10-10 10:00:55.000,43.9314419,19.1528995,12.9279235806279,871.0,gliding
D329_014,2023-10-10 10:00:56.000,43.9313271,19.1529917,14.7466552471124,867.9,gliding
D329_014,2023-10-10 10:00:57.000,43.9312022,19.1530765,15.4595717275858,866.8,gliding
D329_014,2023-10-10 10:00:58.000,43.9310797,19.1531632,15.2887768453308,866.0,gliding
D329_014,2023-10-10 10:00:59.000,43.9309558,19.1532611,15.8515207302395,864.3,gliding
D329_014,2023-10-10 10:01:00.000,43.9308276,19.1533569,16.188444906285,862.5,gliding
D329_014,2023-10-10 10:01:01.000,43.9307013,19.1534481,15.8294306721183,861.4,gliding
D329_014,2023-10-10 10:01:02.000,43.9305826,19.1535524,15.6196158855447,861.1,gliding
D329_014,2023-10-10 10:01:03.000,43.9304685,19.1536683,15.7198145388465,860.8,gliding
D329_014,2023-10-10 10:01:04.000,43.9303526,19.1537824,15.7979994697933,860.5,gliding
D329_014,2023-10-10 10:01:05.000,43.9302369,19.1538945,15.687675779569,861.2,gliding
D329_014,2023-10-10 10:01:06.000,43.9301351,19.1540094,14.5876330243584,863.3,gliding
D329_014,2023-10-10 10:01:07.000,43.9300504,19.1541166,12.7436338453112,865.0,linear_soaring
D329_014,2023-10-10 10:01:08.000,43.9299625,19.1542128,12.4451192862721,865.2,linear_soaring
D329_014,2023-10-10 10:01:09.000,43.9298607,19.1543114,13.8015252994916,863.4,linear_soaring
D329_014,2023-10-10 10:01:10.000,43.9297545,19.1544226,14.7902328641968,860.9,linear_soaring
D329_014,2023-10-10 10:01:11.000,43.9296489,19.1545453,15.3111155783643,860.1,linear_soaring
D329_014,2023-10-10 10:01:12.000,43.9295362,19.1546462,14.9108650515585,862.3,linear_soaring
D329_014,2023-10-10 10:01:13.000,43.9294216,19.1547049,13.5823665428696,866.1,linear_soaring
D329_014,2023-10-10 10:01:14.000,43.9293194,19.1547477,11.8697746129286,869.2,shallow_circular_soaring
D329_014,2023-10-10 10:01:15.000,43.9292242,19.1547838,10.9734373736004,870.8,shallow_circular_soaring
D329_014,2023-10-10 10:01:16.000,43.929126,19.1547991,10.9878872631217,871.5,shallow_circular_soaring
D329_014,2023-10-10 10:01:17.000,43.9290233,19.1547916,11.435520740239,873.1,shallow_circular_soaring
D329_014,2023-10-10 10:01:18.000,43.9289227,19.1547643,11.3978685630039,875.1,gliding
D329_014,2023-10-10 10:01:19.000,43.928825,19.1547476,10.9457712375435,875.7,gliding
D329_014,2023-10-10 10:01:20.000,43.9287452,19.1547872,9.42304306459248,874.0,gliding
D329_014,2023-10-10 10:01:21.000,43.9287062,19.1548792,8.54917282914537,871.5,gliding
D329_014,2023-10-10 10:01:22.000,43.9286942,19.1549933,9.23439679140914,870.0,gliding
D329_014,2023-10-10 10:01:23.000,43.9286818,19.1551139,9.75595295268184,869.0,gliding
D329_014,2023-10-10 10:01:24.000,43.9286644,19.1552435,10.5575778242666,867.9,gliding
D329_014,2023-10-10 10:01:25.000,43.9286505,19.1553814,11.1511055786289,868.1,gliding
D329_014,2023-10-10 10:01:26.000,43.9286376,19.1555167,10.9297912866328,869.0,gliding
D329_014,2023-10-10 10:01:27.000,43.9286187,19.1556528,11.1000891381053,869.4,gliding
D329_014,2023-10-10 10:01:28.000,43.9285959,19.1557953,11.6900852897865,870.2,gliding
D329_014,2023-10-10 10:01:29.000,43.928581,19.1559394,11.6583274498705,870.3,gliding
D329_014,2023-10-10 10:01:30.000,43.9285807,19.1560802,11.275775531081,871.2,linear_soaring
D329_014,2023-10-10 10:01:31.000,43.9285839,19.1562177,11.0171986434284,871.1,linear_soaring
D329_014,2023-10-10 10:01:32.000,43.9285955,19.1563624,11.6596154634642,870.5,linear_soaring
D329_014,2023-10-10 10:01:33.000,43.9286203,19.1565069,11.89606770817,870.5,linear_soaring
D329_014,2023-10-10 10:01:34.000,43.9286549,19.156641,11.4075246779601,869.8,linear_soaring
D329_014,2023-10-10 10:01:35.000,43.9286938,19.1567753,11.5923895863778,869.2,linear_soaring
D329_014,2023-10-10 10:01:36.000,43.9287309,19.1569057,11.2281458614485,869.4,linear_soaring
D329_014,2023-10-10 10:01:37.000,43.9287634,19.1570351,10.9748069243551,869.9,linear_soaring
D329_014,2023-10-10 10:01:38.000,43.9287976,19.1571652,11.091133138237,870.4,linear_soaring
D329_014,2023-10-10 10:01:39.000,43.9288379,19.157295,11.3195421229532,871.2,linear_soaring
D329_014,2023-10-10 10:01:40.000,43.928877,19.157429,11.5784050601777,872.1,linear_soaring
D329_014,2023-10-10 10:01:41.000,43.9289038,19.1575651,11.29932886457,872.3,linear_soaring
D329_014,2023-10-10 10:01:42.000,43.9289231,19.1577125,11.9977067373381,872.2,linear_soaring
D329_014,2023-10-10 10:01:43.000,43.9289313,19.1578687,12.5421232744649,872.1,linear_soaring
D329_014,2023-10-10 10:01:44.000,43.9289371,19.158023,12.3735959553169,872.3,linear_soaring
D329_014,2023-10-10 10:01:45.000,43.9289509,19.1581765,12.3881135401625,872.0,linear_soaring
D329_014,2023-10-10 10:01:46.000,43.9289775,19.1583246,12.2235114744155,872.5,linear_soaring
D329_014,2023-10-10 10:01:47.000,43.9290156,19.1584652,12.0302743700267,872.6,linear_soaring
D329_014,2023-10-10 10:01:48.000,43.9290646,19.1586073,12.6168711659355,871.3,linear_soaring
D329_014,2023-10-10 10:01:49.000,43.9291142,19.1587554,13.0798853708397,870.6,linear_soaring
D329_014,2023-10-10 10:01:50.000,43.9291695,19.1588895,12.374928470282,871.3,linear_soaring
D329_014,2023-10-10 10:01:51.000,43.9292316,19.1590095,11.8335144216036,871.8,linear_soaring
D329_014,2023-10-10 10:01:52.000,43.9292946,19.1591284,11.8211103815405,872.7,linear_soaring
D329_014,2023-10-10 10:01:53.000,43.9293493,19.1592528,11.6722491460821,873.6,linear_soaring
D329_014,2023-10-10 10:01:54.000,43.9293867,19.1593898,11.7330049020225,874.1,gliding
D329_014,2023-10-10 10:01:55.000,43.9294048,19.1595342,11.7377049731467,874.9,gliding
D329_014,2023-10-10 10:01:56.000,43.9294108,19.1596849,12.0868102602976,874.7,gliding
D329_014,2023-10-10 10:01:57.000,43.9294132,19.1598447,12.7999120288064,873.4,gliding
D329_014,2023-10-10 10:01:58.000,43.9294154,19.1600094,13.1918002209816,872.2,linear_soaring
D329_014,2023-10-10 10:01:59.000,43.9294236,19.1601682,12.7496916398581,872.2,linear_soaring
D329_014,2023-10-10 10:02:00.000,43.9294327,19.160325,12.5975840096908,872.4,linear_soaring
D329_014,2023-10-10 10:02:01.000,43.9294405,19.1604859,12.914372109806,872.8,linear_soaring
D329_014,2023-10-10 10:02:02.000,43.9294547,19.1606414,12.5524739670919,873.3,linear_soaring
D329_014,2023-10-10 10:02:03.000,43.9294776,19.1607979,12.7889111133365,873.0,linear_soaring
D329_014,2023-10-10 10:02:04.000,43.9295004,19.1609639,13.5332135150289,872.6,linear_soaring
D329_014,2023-10-10 10:02:05.000,43.9295144,19.161145,14.586166761675,871.9,linear_soaring
D329_014,2023-10-10 10:02:06.000,43.9295188,19.161327,14.5831376489746,873.1,linear_soaring
D329_014,2023-10-10 10:15:11.000,43.8771291,19.2010529,12.3884557872131,756.8,gliding
D329_014,2023-10-10 10:15:12.000,43.877034,19.2011236,11.9973245464611,756.0,gliding
D329_014,2023-10-10 10:15:13.000,43.8769414,19.2012035,12.1258047400662,754.3,gliding
D329_014,2023-10-10 10:15:14.000,43.8768468,19.2012873,12.4806274561596,753.1,gliding
D329_014,2023-10-10 10:15:15.000,43.8767474,19.2013672,12.7741261551931,752.0,gliding
D329_014,2023-10-10 10:15:16.000,43.8766418,19.2014474,13.3866388377169,751.3,gliding
D329_014,2023-10-10 10:15:17.000,43.8765288,19.2015107,13.5507503449041,750.0,gliding
D329_014,2023-10-10 10:15:18.000,43.8764093,19.201547,13.6026323795297,748.8,linear_soaring
D329_014,2023-10-10 10:15:19.000,43.8762914,19.2015739,13.2860243480263,748.4,linear_soaring
D329_014,2023-10-10 10:15:20.000,43.8761823,19.2016129,12.5276638494483,748.5,linear_soaring
D329_014,2023-10-10 10:15:21.000,43.8760804,19.2016652,12.081384597492,749.1,linear_soaring
D329_014,2023-10-10 10:15:22.000,43.8759828,19.2017194,11.6898753310856,750.0,linear_soaring
D329_014,2023-10-10 10:15:23.000,43.875887,19.2017733,11.4952432024645,750.9,linear_soaring
D329_014,2023-10-10 10:15:24.000,43.8757942,19.2018194,10.9605499808299,750.9,shallow_circular_soaring
D329_014,2023-10-10 10:15:25.000,43.8757017,19.2018465,10.5124143995124,750.6,shallow_circular_soaring
D329_014,2023-10-10 10:15:26.000,43.8756106,19.2018533,10.1445266883697,750.7,gliding
D329_014,2023-10-10 10:15:27.000,43.8755208,19.2018532,9.98532330326065,750.6,gliding
D329_014,2023-10-10 10:15:28.000,43.8754289,19.2018618,10.2420534777364,750.8,gliding
D329_014,2023-10-10 10:15:29.000,43.8753333,19.2018886,10.8451280292995,750.8,gliding
D329_014,2023-10-10 10:15:30.000,43.8752341,19.201926,11.4306566210456,749.7,gliding
D329_014,2023-10-10 10:15:31.000,43.8751329,19.2019669,11.7207637105208,748.6,gliding
D329_014,2023-10-10 10:15:32.000,43.8750337,19.2020101,11.5612918257372,748.8,gliding
D329_014,2023-10-10 10:15:33.000,43.8749406,19.2020649,11.2456021273825,749.5,circular_soaring
D329_014,2023-10-10 10:15:34.000,43.8748503,19.2021293,11.2901035000201,750.5,circular_soaring
D329_014,2023-10-10 10:15:35.000,43.8747588,19.2021913,11.3232000207647,750.4,circular_soaring
D329_014,2023-10-10 10:15:36.000,43.8746627,19.202245,11.5201967833945,749.2,circular_soaring
D329_014,2023-10-10 10:15:37.000,43.8745624,19.2022897,11.7142710889136,747.4,circular_soaring
D329_014,2023-10-10 10:15:38.000,43.8744578,19.2023211,11.9002152276195,745.8,circular_soaring
D329_014,2023-10-10 10:15:39.000,43.8743533,19.2023501,11.850115443734,744.7,circular_soaring
D329_014,2023-10-10 10:15:40.000,43.8742489,19.2023894,12.0285873243907,743.7,circular_soaring
D329_014,2023-10-10 10:15:41.000,43.8741373,19.2024275,12.7796411244329,742.3,circular_soaring
D329_014,2023-10-10 10:15:42.000,43.8740231,19.2024484,12.8085108279386,743.0,circular_soaring
D329_014,2023-10-10 10:15:43.000,43.8739182,19.2024448,11.6679349606918,745.2,circular_soaring
D329_014,2023-10-10 10:15:44.000,43.8738268,19.2024248,10.2888940841776,747.1,circular_soaring
D329_014,2023-10-10 10:15:45.000,43.8737382,19.2024038,9.99465595802008,748.5,circular_soaring
D329_014,2023-10-10 10:15:46.000,43.8736526,19.2023763,9.77021394293178,749.9,circular_soaring
D329_014,2023-10-10 10:15:47.000,43.8735895,19.2023157,8.53379219324968,751.3,circular_soaring
D329_014,2023-10-10 10:15:48.000,43.8735725,19.2022266,7.38794140717955,751.1,gliding
D329_014,2023-10-10 10:15:49.000,43.8736092,19.202153,7.1734523268072,750.1,gliding
D329_014,2023-10-10 10:15:50.000,43.8736796,19.202129,8.06105467071247,749.6,shallow_circular_soaring
D329_014,2023-10-10 10:15:51.000,43.8737567,19.2021459,8.67950802937426,749.6,circular_soaring
D329_014,2023-10-10 10:15:52.000,43.8738226,19.202199,8.47422177710943,749.3,circular_soaring
D329_014,2023-10-10 10:15:53.000,43.8738555,19.2022843,7.75455796736738,750.0,circular_soaring
D329_014,2023-10-10 10:15:54.000,43.8738478,19.2023713,7.02601744789073,751.4,circular_soaring
D329_014,2023-10-10 10:15:55.000,43.8738213,19.2024462,6.68789589711565,752.8,circular_soaring
D329_014,2023-10-10 10:15:56.000,43.8738146,19.2025187,5.85894053528682,753.8,circular_soaring
D329_014,2023-10-10 10:15:57.000,43.8738487,19.2025604,5.05470069355616,753.1,circular_soaring
D329_014,2023-10-10 10:15:58.000,43.8738983,19.2025281,6.09274598754857,751.6,circular_soaring
D329_014,2023-10-10 10:15:59.000,43.8739267,19.2024336,8.20673661106418,751.6,circular_soaring
D329_014,2023-10-10 10:16:00.000,43.8739198,19.2023166,9.40968192708996,752.0,circular_soaring
D329_014,2023-10-10 10:16:01.000,43.8738829,19.2022133,9.24106089855525,753.5,circular_soaring
D329_014,2023-10-10 10:16:02.000,43.8738231,19.2021681,7.57246440111311,753.7,circular_soaring
D329_014,2023-10-10 10:16:03.000,43.8737585,19.2022047,7.75920634136284,752.8,circular_soaring
D329_014,2023-10-10 10:16:04.000,43.8737192,19.2022905,8.14839357600265,752.9,circular_soaring
D329_014,2023-10-10 10:16:05.000,43.8737206,19.2023787,7.07157083870421,754.5,circular_soaring
D329_014,2023-10-10 10:16:06.000,43.8737221,19.2024594,6.47082864383963,755.7,circular_soaring
D329_014,2023-10-10 10:16:07.000,43.8736797,19.2025137,6.41659363178632,756.3,circular_soaring
D329_014,2023-10-10 10:16:08.000,43.8736078,19.2025021,8.04881619749138,755.7,gliding
D329_014,2023-10-10 10:16:09.000,43.8735493,19.2024196,9.2760642145656,755.2,shallow_circular_soaring
D329_014,2023-10-10 10:16:10.000,43.8735464,19.202311,8.71105788901851,755.5,shallow_circular_soaring
D329_014,2023-10-10 10:16:10.999,43.8735934,19.2022303,8.32438453971124,755.8,circular_soaring
D329_014,2023-10-10 10:16:11.999,43.8736605,19.2021975,7.91086870609606,755.7,circular_soaring
D329_014,2023-10-10 10:16:13.000,43.8737307,19.2022094,7.85610542138662,755.6,circular_soaring
D329_014,2023-10-10 10:16:14.000,43.8737928,19.2022557,7.83935851750562,756.3,circular_soaring
D329_014,2023-10-10 10:16:15.000,43.8738373,19.2023207,7.18545262334817,757.1,circular_soaring
D329_014,2023-10-10 10:16:16.000,43.8738665,19.2023966,6.89610871384617,758.3,circular_soaring
D329_014,2023-10-10 10:16:17.000,43.8738991,19.2024522,5.74479925536774,759.5,gliding
D329_014,2023-10-10 10:16:18.000,43.8739324,19.2024495,3.7091163079566,758.5,gliding
D329_014,2023-10-10 10:16:19.000,43.8739585,19.2023763,6.54599270954103,757.4,gliding
D329_014,2023-10-10 10:16:20.000,43.8739593,19.2022686,8.63334447726914,757.2,gliding
D329_014,2023-10-10 10:16:21.000,43.8739256,19.2021724,8.57338349999703,757.1,gliding
D329_014,2023-10-10 10:16:22.000,43.8738598,19.2021127,8.74259176211318,756.6,gliding
D329_014,2023-10-10 10:16:23.000,43.8737809,19.202084,9.0698954053283,756.4,gliding
D329_014,2023-10-10 10:16:24.000,43.8737092,19.2020986,8.05812338170277,755.8,gliding
D329_014,2023-10-10 10:16:25.000,43.8736537,19.2021615,7.96905892176773,755.1,shallow_circular_soaring
D329_014,2023-10-10 10:16:26.000,43.8736256,19.202254,8.04602127090315,754.9,shallow_circular_soaring
D329_014,2023-10-10 10:16:27.000,43.8736312,19.2023528,7.94397730690611,755.0,shallow_circular_soaring
D329_014,2023-10-10 10:16:28.000,43.873664,19.2024346,7.50296411696077,755.3,shallow_circular_soaring
D329_014,2023-10-10 10:16:29.000,43.8737127,19.2024896,6.98287499575179,755.9,circular_soaring
D329_014,2023-10-10 10:16:30.000,43.8737684,19.2025123,6.45531513476395,756.2,gliding
D329_014,2023-10-10 10:16:31.000,43.8738258,19.2025015,6.44104001858812,756.2,gliding
D329_014,2023-10-10 10:16:32.000,43.8738844,19.2025049,6.52172980679252,756.5,gliding
D329_014,2023-10-10 10:16:33.000,43.8739334,19.2025539,6.71666007592835,755.7,gliding
D329_014,2023-10-10 10:16:34.000,43.8739556,19.2026435,7.59443803840905,754.7,gliding
D329_014,2023-10-10 10:16:35.000,43.8739414,19.2027482,8.53966130965611,753.5,gliding
D329_014,2023-10-10 10:16:36.000,43.8739054,19.2028565,9.55948252281295,752.8,gliding
D329_014,2023-10-10 10:16:37.000,43.8738729,19.2029646,9.38836302210125,753.0,gliding
D329_014,2023-10-10 10:16:38.000,43.8738536,19.2030692,8.65470901234693,752.5,gliding
D329_014,2023-10-10 10:16:39.000,43.8738441,19.2031783,8.80869107191422,750.9,gliding
D329_014,2023-10-10 10:16:40.000,43.8738313,19.2032973,9.64428014910429,749.1,gliding
D329_014,2023-10-10 10:16:41.000,43.8738059,19.2034235,10.5026952810527,747.6,gliding
D329_014,2023-10-10 10:16:42.000,43.8737696,19.2035502,10.9286124782114,747.8,gliding
D329_014,2023-10-10 10:16:43.000,43.8737357,19.2036627,9.77382253558719,749.2,gliding
D329_014,2023-10-10 10:16:44.000,43.8737046,19.2037592,8.47299481369635,749.2,gliding
D329_014,2023-10-10 10:16:45.000,43.8736536,19.2038464,9.00086935499514,747.0,gliding
D329_014,2023-10-10 10:16:46.000,43.8735884,19.2039443,10.6837700916187,745.4,gliding
D329_014,2023-10-10 10:16:47.000,43.8735338,19.204055,10.7516331171272,745.0,gliding
D329_014,2023-10-10 10:16:48.000,43.8734897,19.2041676,10.2718047622861,745.0,gliding
D329_014,2023-10-10 10:16:49.000,43.8734504,19.2042818,10.1435680483033,744.4,gliding
D329_014,2023-10-10 10:16:50.000,43.8734239,19.2044008,9.98350903586962,743.3,gliding
D329_014,2023-10-10 10:16:51.000,43.8734104,19.2045216,9.79869566422082,742.9,gliding
D329_014,2023-10-10 10:16:52.000,43.873408,19.2046327,8.90949907979476,743.5,gliding
D329_014,2023-10-10 10:16:53.000,43.8733952,19.2047369,8.47281654500799,742.9,gliding
D329_014,2023-10-10 10:16:54.000,43.873346,19.2048327,9.42858206508859,742.1,gliding
D329_014,2023-10-10 10:16:55.000,43.8732717,19.2049158,10.6126128225867,741.1,gliding
D329_014,2023-10-10 10:16:56.000,43.8731891,19.2049895,10.9205796383478,740.0,gliding
D329_014,2023-10-10 10:16:57.000,43.8730989,19.2050486,11.0923016327996,738.3,gliding
D329_014,2023-10-10 10:16:58.000,43.8730016,19.205098,11.5211524456678,736.6,gliding
D329_014,2023-10-10 10:16:59.000,43.8729017,19.2051435,11.6918081248032,735.2,gliding
D329_014,2023-10-10 10:17:00.000,43.8728027,19.2051794,11.3782271961821,735.1,gliding
D329_014,2023-10-10 10:17:01.000,43.8727077,19.2052022,10.7204677153553,735.4,gliding
D329_014,2023-10-10 10:17:02.000,43.8726118,19.2052304,10.9005646859931,735.1,gliding
D329_014,2023-10-10 10:17:03.000,43.8725145,19.2052681,11.2333995569327,735.5,gliding
D329_014,2023-10-10 10:17:04.000,43.872428,19.2053156,10.3445899761656,736.9,gliding
D329_014,2023-10-10 10:17:05.000,43.872355,19.205376,9.45149137738007,737.8,gliding
D329_014,2023-10-10 10:17:06.000,43.8722858,19.2054418,9.32889972125488,737.1,gliding
D329_014,2023-10-10 10:29:34.000,43.8464972,19.2398836,9.03279628107333,653.2,gliding
D329_014,2023-10-10 10:29:35.000,43.8464154,19.2398767,9.11257475715673,653.4,gliding
D329_014,2023-10-10 10:29:36.000,43.8463346,19.2398793,8.98698321838755,653.3,gliding
D329_014,2023-10-10 10:29:37.000,43.8462547,19.239899,9.02385580999023,653.2,gliding
D329_014,2023-10-10 10:29:38.000,43.8461803,19.2399378,8.83870779210021,652.6,gliding
D329_014,2023-10-10 10:29:39.000,43.8461137,19.2399993,8.89757698712882,651.9,gliding
D329_014,2023-10-10 10:29:40.000,43.8460576,19.2400791,8.93682515228218,651.0,gliding
D329_014,2023-10-10 10:29:41.000,43.8460109,19.24017,8.9501123710107,650.2,gliding
D329_014,2023-10-10 10:29:42.000,43.8459697,19.2402704,9.26362130787746,648.8,gliding
D329_014,2023-10-10 10:29:43.000,43.845934,19.2403821,9.7979074908785,646.7,gliding
D329_014,2023-10-10 10:29:44.000,43.8459029,19.2405059,10.5131188129787,644.8,gliding
D329_014,2023-10-10 10:29:45.000,43.8458714,19.2406352,10.9447647585522,643.2,gliding
D329_014,2023-10-10 10:29:46.000,43.8458356,19.2407614,10.8753072248898,642.5,gliding
D329_014,2023-10-10 10:29:47.000,43.8457929,19.240876,10.3443466289821,642.2,gliding
D329_014,2023-10-10 10:29:48.000,43.8457423,19.2409785,9.9611683412561,641.0,gliding
D329_014,2023-10-10 10:29:49.000,43.8456893,19.2410816,10.1534534581092,639.5,gliding
D329_014,2023-10-10 10:29:50.000,43.8456404,19.2411905,10.2876066172585,638.3,gliding
D329_014,2023-10-10 10:29:51.000,43.8455976,19.2413044,10.2996651098852,637.7,gliding
D329_014,2023-10-10 10:29:52.000,43.8455533,19.2414144,10.1036038273111,637.1,gliding
D329_014,2023-10-10 10:29:53.000,43.8455025,19.2415189,10.1063693123855,635.9,gliding
D329_014,2023-10-10 10:29:54.000,43.8454464,19.2416235,10.4536392762388,634.5,gliding
D329_014,2023-10-10 10:29:55.000,43.8453891,19.2417294,10.6170223879144,633.5,gliding
D329_014,2023-10-10 10:29:56.000,43.8453398,19.2418372,10.2366140091781,632.8,gliding
D329_014,2023-10-10 10:29:57.000,43.8452986,19.2419513,10.2330561394984,631.1,gliding
D329_014,2023-10-10 10:29:58.000,43.8452503,19.2420716,11.0416920779819,629.4,gliding
D329_014,2023-10-10 10:29:59.000,43.8451898,19.2421916,11.7416968551162,627.4,gliding
D329_014,2023-10-10 10:30:00.000,43.8451203,19.2423048,11.9220553697663,625.8,gliding
D329_014,2023-10-10 10:30:01.000,43.8450448,19.2424091,11.8508703572309,624.0,gliding
D329_014,2023-10-10 10:30:02.000,43.844963,19.2425044,11.8803609180608,621.7,gliding
D329_014,2023-10-10 10:30:03.000,43.8448712,19.2425874,12.1861839041756,619.6,gliding
D329_014,2023-10-10 10:30:04.000,43.8447721,19.2426558,12.3092484824646,618.8,gliding
D329_014,2023-10-10 10:30:05.000,43.8446724,19.2427134,12.0100228394383,618.6,gliding
D329_014,2023-10-10 10:30:06.000,43.8445719,19.2427642,11.8945472396715,617.9,gliding
D329_014,2023-10-10 10:30:07.000,43.8444688,19.2428074,11.9762627411471,616.9,gliding
D329_014,2023-10-10 10:30:08.000,43.844365,19.2428382,11.8033941265193,616.3,gliding
D329_014,2023-10-10 10:30:09.000,43.8442631,19.2428572,11.4327759700947,615.7,gliding
D329_014,2023-10-10 10:30:10.000,43.8441609,19.2428856,11.5901282913827,614.7,gliding
D329_014,2023-10-10 10:30:11.000,43.8440552,19.2429248,12.1664931567837,612.9,gliding
D329_014,2023-10-10 10:30:12.000,43.8439466,19.2429654,12.5070459820862,611.5,gliding
D329_014,2023-10-10 10:30:13.000,43.8438423,19.2430058,12.0417130543962,611.9,gliding
D329_014,2023-10-10 10:30:14.000,43.8437522,19.2430458,10.5197197877221,613.5,gliding
D329_014,2023-10-10 10:30:15.000,43.8436732,19.2430928,9.55894284605912,613.6,gliding
D329_014,2023-10-10 10:30:16.000,43.8435922,19.2431446,9.91867754655885,612.0,gliding
D329_014,2023-10-10 10:30:17.000,43.8435021,19.243191,10.6874246693033,610.3,gliding
D329_014,2023-10-10 10:30:18.000,43.8434049,19.243225,11.1468128870628,609.5,gliding
D329_014,2023-10-10 10:30:19.000,43.8433075,19.2432508,11.0262790264477,609.9,gliding
D329_014,2023-10-10 10:30:20.000,43.8432146,19.2432793,10.5798670688819,610.4,gliding
D329_014,2023-10-10 10:30:21.000,43.8431246,19.243321,10.5515565076266,611.0,gliding
D329_014,2023-10-10 10:30:22.000,43.8430361,19.2433672,10.5151752052753,610.7,gliding
D329_014,2023-10-10 10:30:23.000,43.8429483,19.2434172,10.55434839878,610.1,gliding
D329_014,2023-10-10 10:30:24.000,43.8428635,19.2434727,10.4270854882525,609.9,gliding
D329_014,2023-10-10 10:30:25.000,43.842784,19.2435343,10.1267828075747,610.2,gliding
